nom,iata,icao
Springvale Airport,ZVG,
Sredny Ostrov,,UODS
Levuka Airfield,LEV,NFNB
Kadhdhoo Airport,KDO,VRMK
Pinang Kampai Airport,DUM,WIBD
Kidal Airport,,GAKL
Newman Airport,ZNE,YNWN
Long Semado Airport,LSM,WBGD
Roma Airport,RMA,YROM
Nhill Airport,,YNHL
Niafunké Airport,,GANF
Kadanwari Airport,KCF,OPKW
El Pato Air Base,,SPTP
Aeropuerto Los Perales,BHA,SESV
Satsuma Iwo Jima airport,,
Fitzroy Crossing Airport,FIZ,YFTZ
Floyd W. Jones Lebanon Airport,,KLBO
Borba Airport,RBB,SWBR
Bosondjo Airport,,FZGB
Boteka Airport,,FZGT
Breiðdalsvík Airport,BXV,BIBV
Brigadier Hector Eduardo Ruiz Airport,CSZ,SAZC
Buhasa Airport,,OMAB
Bukena Airport,,FZRE
Caldera Airport,,SCCL
Canarana Airport,CQA,SWEK
Capitan Fuentes Martinez Airport,WPR,SCFM
Chamonate Airport,,SCHA
Chanaral Airport,CNR,SCRA
Chile Chico Airport,CCH,SCCC
Harrison County Airport,,
Harry Clever Field,PHD,KPHD
Kaduna Airport,KAD,DNKA
Hartwood Airport,,
Hastings Municipal Airport
Hathazari Airfield,,
Haverstraw Heliport,,
Hawkins County Airport,,KRVN
Juan José Rondón Airport,RON,SKPA
El Aguacate Airport,CAA,MHCA
Teniente Julio Gallardo Airport,PNT,SCNT
El Maitén Airport,EMX,SAVD
Paramillo Airport,SCI,SVPM
Casarrubios del Monte Airport,,LEMT
Hayes Camp Aerodrome,,
Ormara Airport,ORW,OPOR
Ormond Beach Municipal Airport,,KOMN
Orocue Airport,ORC,SKOE
Orogrande Airport,,
Oroville Municipal Airport,OVE,KOVE
Orr Regional Airport,,KORB
Orán Airport,ORA,SASO
Osborn Airfield,,
Osceola Municipal Airport,,
Oscoda County Dennis Kauffman Memorial Airport,,
Oscoda-Wurtsmith Airport,OSC,KOSC
Osmanabad Airport,,
Oswego County Airport,,KFZY
Oswego Municipal Airport,,
Ota Airport,,
Ottawa/Casselman (Shea Field) Aerodrome,,
Ottawa/Manotick (Hope Field) Aerodrome,,
Ottawa Municipal Airport,OWI,KOWI
Ottumwa Regional Airport,OTM,KOTM
Otú Airport,OTU,SKOT
Ouahigouya Airport,OUG,DFCC
Syros Island National Airport,JSY,LGSO
Syukuran Aminuddin Amir Airport,LUW,WAMW
São Félix do Araguaia Airport,SXO,SWFX
São Félix do Xingu Airport,SXX,SNFX
São Gabriel da Cachoeira Airport,SJL,SBUA
São Pedro Airport,,SDAE
Séguéla Airport,SEO,DISG
Sélibaby Airport,SEY,GQNS
TSTC Waco Airport,CNW,KCNW
Table Rock Airport,,
Tackaberry Airport,,
Tafelberg Airstrip,,SMTB
Tahlequah Municipal Airport,TQH,KTQH
Takaroa Airport,TKX,NTKR
Talas Airport,,UAFT
Saint-Georges-de-l'Oyapock Airport,OYP,SOOG
Sennar Airport,
Sutter County Airport,,
Saginaw Airport,,
Silver Springs Airport,,KSPZ
Xinjin Airport,,ZUXJ
Sebastian Municipal Airport,,
Shelby County Airport (Illinois),,
Louisa County Airport,LOW,KLKU
Los Alamos County Airport,LAM,KLAM
Newnan-Coweta County Airport,,KCCO
Hale County Airport,PVW,KPVW
Arcadia Municipal Airport,,
Sturgis Municipal Airport (South Dakota),,
Tombstone Municipal Airport,,
Tower Municipal Airport,,
Rockwood Municipal Airport,RKW,KRKW
Reedley Municipal Airport,,
St. George Municipal Airport,,
Las Vegas Municipal Airport,LVS,KLVS
Lanett Municipal Airport,,K7A3
Long Prairie Municipal Airport,,
Lamar Municipal Airport (Colorado),LAA,KLAA
Lumberton Municipal Airport,LBT,KLBT
Longville Municipal Airport,,KXVG
New Holstein Municipal Airport,,
New Coalinga Municipal Airport,CLG,
Warsaw Municipal Airport (Missouri),,KRAW
Willoughby Lost Nation Municipal Airport,LNN,KLNN
Prairie du Chien Municipal Airport,PCD,KPDC
Princeton Municipal Airport (Maine),PNN,KPNN
Potsdam Municipal Airport,,KPTD
Kearney Regional Airport,EAR,KEAR
Laguna Army Airfield,LGF,KLGF
Katwe Airport,,FZQH
Aeroclub Argentino,,SADS
Kempa Airport,,FZBG
Khurais Airport,,OEKR
Kongolo Airport,KOO,FZRQ
Kópasker Airport,OPA,BIKP
Koudougou Airport,,DFCK
Kwekwe Airport,,FVKK
Kwilu-Ngongo Airport,,FZAW
La Flor Airport,,MRLF
La Divina Pastora Airport,,SVDP
La Paz Airport,,SAMP
Colonia Las Heras Airport,LHS,SAVH
Las Tacas Airport,,SCQT
Lee Stocking Island Airport,,MYEL
Hughes Airport,,CL71
Hukuntsi Airport
Humera Airport
Huntingburg Airport
Hutchinson Municipal Airport
Rongelap Airport,RNP,
Pacific City State Airport,PFC,KPFC
Padgham Field,,K35D
Page Field,FMY,KFMY
Paintsville-Prestonsburg Combs Field,,
Paisley Airport,,
Pakuba Airport,PAF
Pakyong Airport,PYG,VEPY
Pala Airport,PLF,FTTP
Palacios Municipal Airport,PSX,KPSX
Palanan Airport,,RPLN
Palapye Airport,QPH,FBPY
Palatka Municipal Airport,,
Palm Beach County Glades Airport,PHK,KPHK
Palm Island Airport,PMK,YPAM
Palmas Airport (Tocantins),PMW,SBPJ
Palmietfontein Airport,,
Talcha Airport,,VNRR
Talladega Municipal Airport,ASN,KASN
Tallassee Airport,,
Tallman East Airport,,
Tambaram Air Force Station,,VOTX
Tambohorano Airport,WTA,FMMU
Tamga Airport,,UAFA
Tampa Bay Executive Airport,,KRRF
Tapini Airport,TPI,AYTI
Tappahannock Municipal Airport,,
Tarauacá Airport,TRQ,SBTK
Tari Airport,TIZ,AYTA
Taroa Airfield,,
Taroom Airport,XTO,YTAM
Tatum Airport,,
Taunton Municipal Airport,TAN,KTAN
Taylor County Airport,,KAAS
Taylor County Airport,MDF,KMDZ
"Taylor Field, Florida",,
Taylor Municipal Airport,,
Taytay Airport,RZP,RPSD
Teed's Airport,,
Teeswater (Dent Field) Aerodrome,,
Telfair-Wheeler Airport,MQW,KMQW
Terrell County Airport,,
Linden Airport,LDJ,KLDJ
Linden Airport,,SYLD
Lake Chelan Airport,,
Lake Cumberland Regional Airport,SME,KSME
Lakeland Linder Regional Airport,LAL,KLAL
Madras Municipal Airport,MDJ,
Lakeland Airport,ARV,KARV
Malone-Dufort Airport,MAL,KMAL
St. Simons Island Airport,SSI,KSSI
Majors Airport,GVT,KGVT
Majkin Airport,MJE,
Roseburg Regional Airport,RBG,KRBG
Owosso Community Airport,,KRNP
New Richmond Regional Airport,RNH,KRNH
Paulding Northwest Atlanta Airport,,KPUJ
Waukegan Regional Airport,UGN,KUGN
Franklin County Regional Airport,,
Winchester Regional Airport,WGO,KOKV
Mangalore Airport,,YMNG
Mac Crenshaw Memorial Airport,,KPRN
Sugar Land Regional Airport,SGR,KSGR
Magnolia Municipal Airport,AGO,KAGO
Lost Creek Airport (Oregon),,
Neuchâtel Airport,QNC,LSGN
Lakefront Airport,NEW,KNEW
Newberry County Airport,,KEOE
New Jerusalem Airport,,
New Cuyama Airport,,
New London Airport (Virginia),,
Newton Airport (New Jersey),,
Eddie Andreini Sr. Airfield
Hope Aerodrome,YHE,CYHE
Wasco Airport,,
Walter's Falls (Piper Way) Aerodrome,,
Sky Harbor Airport & Seaplane Base,,KDYT
Wapenamanda Airport,WBM,AYWD
Wapinitia Airport,,
Manuel Prado Airport,MZA,SPMF
Manu Airport,,SPNU
Mariano Melgar Airport,,SPLC
Mariental Airport,,FYML
Marianske Lazne Airport,MKA,LKMR
Marrupa Airport,,FQMR
Marondera Airport,,FVMA
Matamata Airport,MTA,NZMA
Matanza Airport,,SADZ
Maubray Airport,,EBTY
Mercedes Airport,MDX,SATM
Mhangura Airport,,FVGM
Minvoul Airport,MVX,FOGV
Mirandela Airport,,LPMI
Miramar Airport,MJR,SAEM
Moba Airport,BDV,FZRB
Olavarría Airport,OVR,SAZF
Playa Grande Airport,PKJ,MGPG
Río Mayo Airport,ROY,SAWM
Sunchales Airport,NCJ,SAFS
Tingo María Airport,TGI,SPGM
Tonopah Test Range Airport,XSD,KTNX
Aucó Airport,,SCIL
La Victoria de Chacabuco Airport,,SCVH
La Chimba Airport,,SCMB
Los Cerrillos Airport,,SCTI
Melipilla Airport,,SCMP
Santa Marta Airport,,SCKA
Víctor Lafón Airport,SSD,SCSF
Dolores Airport,,SAZD
Ontario Municipal Airport,ONO,KONO
Oodnadatta Airport,OOD,YOOD
Opa-locka West Airport,,
Ophir Airport,,
Opinaca Aerodrome,,
Orange City Municipal Airport,,KORC
Orange County Airport,,KORG
Orange County Airport,MGJ,KMGJ
Orange Municipal Airport,,KORE
Orangeburg Municipal Airport,OGB,KOGB
Orangeville/Brundle Field Aerodrome,,
Orangeville/Laurel Aerodrome,,
Orapa Airport,ORP,FBOR
Orbost Airport,RBS,YORB
Oregon Sky Ranch Airport,,
Orestes Acosta Airport,MOA,MUMO
Orillia/Matchedash Lake Water Aerodrome,,
Oriximiná Airport,ORX,SNOX
Orlando Apopka Airport,,
Sunnyhill Airport,,
Sunset Air Strip,,
Sviatoshyn Airfield,NNN,UKKT
Svobodny Airport,,UHBS
Swan Hill Airport,SWH,YSWH
Syktyvkar Southwest,,
Sylacauga Municipal Airport,SCD,KSCD
Syracuse Municipal Airport,,
Yongxing Island Airport,,ZJYX
Pahute Mesa Airstrip,,
Tampa Executive Airport,VDF,KVDF
Adjumani Airport,
Stayner (Clearview Field) Aerodrome,,
Estrella Sailport,,
Smith Mountain Ranch Airport,,
Smith Mountain Lake Airport,,
Spanish Springs Airport,,
Sky Park Airport,,
Sky King Airport,,
Ellington Airport,,
Ouanaminthe Airport,,
Umpleby Ranch Airport,,
Owyhee Airport,,
Ukunda Airport,UKA
Owyhee Reservoir State Airport,,
Newport State Airport (Vermont),EFK,KEFK
Belleville Aerodrome,,
Olinger Strip,,
Lawa Cottica Airstrip,,SMCT
Laguna San Ignacio Airstrip,,
Taylor Airport,TYZ,KTYL
Japura Airport,RGT,WIPR
Union Island Airport,UNI,TVSU
Tanchon South Airport,,
W. R. Byron Airport,,
Machias Valley Airport,,KMVM
Lago Argentino Airport,ING,SAWA
Robert J. Miller Air Park,MJX,KMJX
Ras al Hadd Airport,,OORH
Red Lodge Airport,,KRED
Ruth Airport,,
Roy Wilcox Airport,,K5R1
Royalton Airport,,
Sundance Meadows Airport,,
Smara Airport,SMW,GMMA
Healy Lake Airport
Henderson-Oxford Airport,,KHNZ
Henning Municipal Airport,,
Henry County Airport,,
Punta Indio Naval Air Base,,SAAI
RoAF 71st Air Base,,LRCT
RoAF 86th Air Base,,LRFT
Hillsboro Municipal Airport,,
Hilversum Airport,,EHHV
Podgorica Airbase,,LYPJ
Hisar Airport
San Tomé Airport,SOM,SVST
Reno Stead Airport,,KRTS
North Las Vegas Airport,VGT,KVGT
Holmes Airport,,
Hound Run Airport,,
Yancheng Nanyang Airport,YNZ,ZSYN
Waterloo Regional Airport,ALO,KALO
Ouallam Airport,,DRRU
Oum Hadjer Airport,OUM,
Ourinhos Airport,OUS,SDOU
Ouvéa Airport,UVE,NWWV
Owasco Airport,,
Owen Sound (Cook Field) Aerodrome,,
Owensboro-Daviess County Regional Airport,OWB,KOWB
Oxbow Airport,,
Oxbow Ranch Airport,,
Oxnard Airport,OXR,KOXR
Ozar Airport,ISK,VAOZ
Ozark Regional Airport,WMH,KBPK
Ozerne,,UKKO
Ozuki Air Field,,RJOZ
Paama Airport,PBJ,NVSI
Newton Municipal Airport (Iowa),TNU,KTNU
Wetumpka Municipal Airport,,K08A
Worland Municipal Airport,WRL,KWRL
Henry Post Army Airfield,FSI,KFSI
Phillips Army Airfield,APG,KAPG
Pearson Field,VUO,KVUO
Kingston Airfield,,
Faya-Largeau Airport,FYT,FTTY
Franconia Airport,,
Fergus (Royland Field) Aerodrome,,
Fergus (Vodarek Field) Aerodrome,,
La Pedrera Airport,LPD,SKLP
Lalmonirhat Airport,,VGLM
Longreach Airport,LRE,YLRE
Lethem Airport,LTM,SYLT
Lombo Airport,,FZFN
Luther Airport,,
Lee Airport,ANP,KANP
Lisala Airport,LIQ,FZGA
Lympne Airport,LYM,EGMK
Letseng Airport,,FXLT
Libenge Airport,LIE,FZFA
Lifupa Airport,,FWLP
Little Darby Island Airport,,MYXF
Llanada Grande Airport,,SCLD
Lokutu Airport,,FZIZ
Lubao Airport,,FZWS
Luanshya Airport,,FLLA
Lubudi Airport,,FZQU
Lubero Airport,,FZNF
Luena Airport,,FZTL
Luishi Airport,,FZQW
Luiza Airport,LZA,FZUG
Luniemu Airport,,FZJN
Lunkuni Airport,,FZCN
Luozi Airport,,FZAL
Lusinga Airport,,FZRL
Luvua Airport,,FZRO
Magdalena Airport,MGD,SLMG
Malabang Airport,MLP,RPMM
Malikus Saleh Airport,LSW,WITM
Manaung Airport,MGU,VYMN
Manono Airport,,FZRA
Palo Alto Airport of Santa Clara County,PAO,KPAO
Palo Blanco Airstrip,,
Palo Verde Airport,SRL,
Pam's Place Airport,,
Pama Airport,XPA,DFEP
Panagarh Airport,,VEPH
Panilonco Aerodrome,,SCMU
Panna Airport,,
Pantnagar Airport,PGH,VIPT
Paoua Airport,,FEFP
Paraburdoo Airport,PBO,YPBO
Parakai Aerodrome,,NZPI
Paranavaí Airport,PVI,SSPI
Park Township Airport
Parker Carson Airport,,
Parlin Field,NWH,
Parshall-Hankins Airport,,
Tehachapi Municipal Airport,TSP,KTSP
Telfer Airport,TEF,YTEF
Telluride Regional Airport,TEX,KTEX
Telêmaco Borba Airport,TEC,SBTL
Teramiranda Airport,,
Terrell Municipal Airport,TRL,KTRL
Teufel's Farm Strip,,
Texas Gulf Coast Regional Airport,LJN,KLBX
Thames Aerodrome,TMZ,NZTH
Thamesford (Harydale Farms) Aerodrome,,
Thar Jath Airstrip,,
The Citadel Airport,,
The Granites Airport,GTS,YTGT
The Green Trees Ranch Airport,,
The Monument Airport,PHQ,YTMO
The Oaks Airfield,,YOAS
Thief River Falls Regional Airport,TVF,KTVF
Thomas C. Russell Field,ALX,KALX
University of Oklahoma Westheimer Airport,OUN,KOUN
Wellsville Municipal Airport,ELZ,KELZ
Wonder Airport,,
Wotho Airport,WTO,
Wilson Bar USFS Airport,,
Woodlake Airport,,
Wushan Shennüfeng Airport,WSK,ZUWS
Wainwright/Wainwright (Field 21) Airport,,CYWN
Weaverville Airport,,
Wilkes County Airport,IKB,KUKF
William L. Whitehurst Field,,
Paegam Airport,,
Palm Beach County Park Airport,LNA,KLNA
Prineville Airport,PRZ,
Panghyon Airport,,
Propst Airport,,
Parrett Mountain Airport,,
Pourvoirie Mirage Aerodrome,,
Page Airport,,
Mockeln Airport,,ESMU
Molepolole Airport,,FBML
Mokhotlong Airport,MKH,FXMK
Monkoto Airport,,FZGX
Monfortinho Airport,,LPMF
Mould Bay Airport,YMD,CYMD
Mount Darwin Airport,,FVMD
Mountain Point Airport,,SYMP
Mungindi Airport,,YMGI
Musese Airport,,FZUO
Mushie Airport,,FZBJ
Mutshatsha Airport,,FZQN
Mwene-Ditu Airport,,FZWE
Nagarjuna Sagar Airport,,VONS
Narva Airport,,EENA
Nawapara Airport,,VENP
Ndjolé Ville Airport,KDJ,FOGJ
Nekemte Airport,NEK
Nicoya Airport,NCT,MRNC
Pasighat Airport,IXT,VEPG
Paso Robles Municipal Airport,PRB,KPRB
Paso de los Libres Airport,AOL,SARL
Pathankot Airport,IXP,VIPK
Patiala Airport,,VIPL
Patillas Airport,,
Pato Branco Airport,PTO,SBPO
Patos de Minas Airport,POJ,SNPD
Pauanui Aerodrome,,NZUN
Pauk Airport,PAU,VYPK
Paul Windle Municipal Airport,,
Pauls Valley Municipal Airport,,KPVJ
Paxson Airport,,PAXK
Payson Airport,PJB,KPAN
Peach State Airport,,
Pearce Ferry Airport,,
Thomasville Regional Airport,TVI,KTVI
Thompson Falls Airport,THM,KTHM
Tichitt Airport,THI,GQNC
Ticonderoga Municipal Airport,,
Tiga Airport,TGJ,NWWA
Tiger Field,,
Tikapur Airport,TPU,VNTP
Tilstock Airfield,,
Timbedra Airport,TMD,GQNH
Tinak Airport,TIC,
Tipton Airport,FME,KFME
Tocumwal Airport,TCW,YTOC
Toketee State Airport,,
Tokmok Airport,,UAFF
Toktogul Airport,,UAFX
Toledo Municipal Airport,,
Toledo Suburban Airport,,KDUH
Tom B. David Field,,KCZL
Tongareva Airport,PYE,NCPY
Tongoa Airport,TGH,NVST
Toronto Aerodrome,,
Totness Airstrip,TOT,SMCO
Payerne Airport,,LSMP
Peacock Ranch Airport,,
Pilot Butte Airport (Oregon),,
Kaanapali Airport
Kampala Airport,KLA
Yolo County Airport,,KDWA
Krueger Airport,,
Kleinzee Airport,KLZ,FAKZ
Koro Toro Airport,,
Kismayo Airport,KMU
Kinzua Airport,,
Kisii Airport,
Griffith-Merrillville Airport,,
Gladstone Aerodrome,,CJR5
Jerry Tyler Memorial Airport,NLE,
York Airport (Pennsylvania),THV,KTHV
Jurien Bay Airport,JUR,YJNB
Yichun Mingyueshan Airport,YIC,ZSYC
Yucca Airstrip,UCC,KUCC
Nueve de Julio Airport,,SAZX
Nuevo Casas Grandes Airport,NCG,MMCG
Nuevo Palmar Sur Airport,,MRFI
Obera Airport,,SATO
Okondja Airport,OKN,FOGQ
Paraty Airport,,SDTK
Patos Airport,,SNTS
Pelicano Airport,,SCEC
Monroe County Airport (Ohio),,
Morgan County Airport (Ohio),,
Perry County Airport (Ohio),,
Shelby Community Airport,,
Sidney Municipal Airport (Ohio),,KSCA
Warren Airport (Ohio),,
Innisfail Airport,IFL,YIFL
Burns Lake (LD Air) Water Aerodrome,,
Esquimalt Airport,YPF,CYPF
Hillspring (Beck Farm) Aerodrome,,
Lethbridge (Gunnlaugson) Aerodrome,,
Red Deer/Truant South Aerodrome,,
Westlock (Hnatko Farms) Aerodrome,,
Cree Lake (Crystal Lodge) Water Aerodrome,,
Morgan Airport,,
Bala/Muskoka Float Flying Club Water Aerodrome,,
Belwood (Heurisko Pond) Water Aerodrome,,
Cambridge (Puslinch Lake) Water Aerodrome,,
Dorset/Kawagama Lake (South) Water Aerodrome,,
Nobel/Lumsden Air Park,,
Port Perry/Hoskin Aerodrome,,
Aérodrome Saint-Louis,,
Pintendre Aerodrome,,
Karshi Airport,KSQ,UTSK
Chos Malal Airport
Thimarafushi Airport,TMF,VRNT
Cape Eleuthera Airport,CEL,MYEC
Andros Central Airport,,
Mores Island Airport,,MYAO
Pitts Town Airport,PWN,MYCP
Sidi Bel Abbes Airport,BFW,DAOS
Lilydale Airport,,YLIL
Miles Airport,WLE,YMLS
Osborne Mine Airport,OSO,YOSB
Kazi Nazrul Islam Airport,RDP,VEDG
Perry-Foley Airport,FPY,
Perry-Houston County Airport,PXE,KPXE
Perry County Airport,,
Perry County Municipal Airport,,KTEL
Perry Municipal Airport,PRO,KPRO
Perry Municipal Airport,,
Perry Stokes Airport,TAD,KTAD
Perryville Regional Airport,,KPCD
Perry–Warsaw Airport,,
Person County Airport,TDF,KTDF
Petaluma Municipal Airport,,
Petawawa Airport,YWA,CYWA
Peter O. Knight Airport,TPF,KTPF
Peter Prince Field,,
Petit Jean Park Airport,MPJ,KMPJ
Phaeton Airport,FLT,
Philadelphia Municipal Airport,,KMPE
Philip Billard Municipal Airport,TOP,KTOP
Phillip Island Airport,,YPID
Tuli Lodge Airport,TLD,FBTL
Tullahoma Regional Airport,THA,KTHA
Tumby Bay Airport,,YTBB
Tunica Municipal Airport,UTM,KUTA
Tupelo Regional Airport,TUP,KTUP
Turlock Municipal Airport,,
Tuscola Area Airport,TZC,KCFS
Twentynine Palms Strategic Expeditionary Landing Field,,KNXP
Twisp Municipal Airport,,
Tyler Pounds Regional Airport,TYR,KTYR
Téra Airport,,DRRE
Uberlândia Airport,UDI,SBUL
Ugashik Bay Airport,UGB,
Ugashik Airport,UGS,
Uka Airport,,
Ukiah Municipal Airport,UKI,KUKI
Ukkurey,,XIAU
Ulcinj Airport,,
Ulei Airport,ULB,NVSU
Ulongwe Airport,,FQUG
Las Termas Airport,RHD,SANR
King Khalid Air Base,KMX,OEKM
North Field,,
New Ishigaki Airport,ISG,ROIG
Igualada-Ódena Aerodrome,,LEIG
Vulcan/Kirkcaldy Aerodrome,,
Kobylnica Airport,,EPPK
Newton City/County Airport,EWK,KEWK
La Grande/Union County Airport,LGD,KLGD
Ayr/Sargeant Private Airfield,,
Abbs Airport,EAB,OYAB
Albuq Airport,BUK,OYBQ
Buraimi Airport,RMB,OOBR
Annai Airport,NAI,SYAN
Alto Palena Airport,WAP,SCAP
Apolo Airport,APB,SLAP
Arly Airport,ARL,DFER
Ascencion De Guarayos Airport,ASC,SLAS
Safi Airport,,GMMS
Rajouri Airport,RJI,VI64
Rif Airport,OLI,BIRF
Robore Airport,RBO,SLRB
Ruacana Airport,,FYRC
Sampson Cay Airport,,MYXH
San Alberto Airport,,MRSA
San Pedro De Atacama Airport,,SCPE
Sanliurfa Airport,SFQ,LTCH
Santa Barbara De Barinas Airport,SBB,SVSB
Santa Maria De Guacimo Airport,,MRSO
Las Breas Airport,TTC,SCTT
Sao Miguel Do Oeste Airport,SQX,SSOE
Satipo Airport,,SPIP
Scotland Cay Airport,,MYXI
Scusciuban Airport,CMS
Sefrou Airport,,GMFU
Sehonghong Airport,SHK,FXSH
Selcuk-Efes Airport,,LTFB
Sierra Grande Airport,SGV,SAVS
Soddo Airport,SXU
Wageni Airport,,FZNS
Montelimar Airport,,MNMR
Punta Huete Airport,,MNFC
Pahdamaleda Airport,,
Rizhao Shanzihe Airport,RIZ,ZSRZ
Alula Airport,ALU
Baie-Johan-Beetz Seaplane Base,YBJ,
Bandanaira Airport,NDA,WAPC
Barreirinha Airport,,SWBI
Bingöl Airport,BGG,LTCU
Black Diamond/Flying R Ranch Aerodrome,,
Brenner Field,,KFNB
C. A. Moore Airport,,
Candala Airport,CXN
Contamana Airport,,SPCM
Corry-Lawrence Airport,,
Deerfield Valley Regional Airport,,
Deputatsky Airport,DPT,UEWD
Ed Daein Airport,ADV,
Eenhana Airport,,FYEN
Gachsaran Airport,GCH,OIAH
Gallia-Meigs Regional Airport,,KGAS
Phillips Flying Ranch Airport,,
Phoenix Goodyear Airport,GYR,KGYR
Ak-Chin Regional Airport,,
Pickens County Airport,LQK,KLQK
Pickens County Airport,,KJZP
Pierre Regional Airport,PIR,KPIR
Pignon Airport,PGN,
Pike County Airport,,KEOP
Pike County Airport,PVL,KPBX
Pilot Point Airport,PIP,PAPN
Pinar del Río Airport,QPD,MUPR
Pine Hill Airport,,
Pine Hill Municipal Airport,,
Pine Hollow Airport,,
Pine Mountain Lake Airport,,
Pine Ridge Airport,XPR,KIEN
Pine Valley Airport,,
Pinehurst State Airport,,
Umatilla Municipal Airport,,
Umpqua Airport,,
Umpqua River Farm Airport,,
Union Airport,,
Union County Airport,,KMRT
Unity Airport,,
University-Oxford Airport,UOX,KUOX
University Airport,,KEDU
University Airpark,,K41G
União da Vitória Airport,,SSUV
Upolu Airport,UPP,PHUP
Upper Kent Aerodrome,,
Uru Harbour Airport,ATD,AGAT
Ush Tobe aerodrome,
Ipatinga Airport,IPN,SBIP
Ust-Pakhachi Airport,,UHPA
Utsunomiya Air Field,QUT,RJTU
Vaiden Field,,KA08
Val-d'Or/Rivière Piché Water Aerodrome,,
Valdosta Regional Airport,VLD,KVLD
Valesdir Airport,VLS,NVSV
Valkaria Airport,,
Eyl Airport
El Palmer Airport,,MSSA
Aramuaca Airport,,MSSM
El Naranjo Airport,ENJ,
El Jocotillo Airport,,MSJC
El Real de Santa María Airport,ELE,
El Porvenir Airport,PVE,MPVR
Esperadinha,BVR,GVBR
Foya Airport,FOY,
Franco Bianco Airport,SMB,SCSB
Fuerte Olimpo Airport,OLK,SGOL
Gamboa Airport,WCA,SCST
Garachiné Airport,GHE,
Gobabis Airport,GOG,FYGB
Haima Airport,,OOHA
Halali aerodrome
Harrismith Airport
Leribe Airport,LRB,FXLR
Waihi Beach Airport,,NZWV
Walkers Cay Airport,WKR,MYAW
Watsha Airport,,FZJI
RAF West Freugh,,EGOY
Yalingimba Airport,,FZGI
Yuendumu Airport,YUE,YYND
Zagora Airport,OZG,GMAZ
Pipera Airport,,
Iğdır Airport,IGD,LTCT
Edmonton/Morinville (Mike's Field) Aerodrome,,
Lages Airport,LAJ,SBLJ
Gandajika Airport,GDJ,FZWC
Gillespie County Airport,,
Grand Etang Pubnico Water Aerodrome,,
Gravenhurst (Morrison Lake) Water Aerodrome,,
Guimaras Airstrip,,
Hakkari Yüksekova Airport,YKO,LTCW
Jefman Airport,,
Kakinada airport,,
Killarney (Killarney Mountain Lodge) Water Aerodrome,,
Kirkfield/Balsam Lake Seaplane Base,,
Las Dunas Airport,,SPLH
Los Brasiles Airport,,MNBR
McCaslin Airport,,
Millard Airport (Pennsylvania),,
Morafenobe Airport,TVA,FMMR
Msembe Airstrip,
Nukutavake Airport,NUK,NTGW
Nyurba Airport,NYR,UENN
Obbia Airport,CMO
Oelemari Airport,,SMOL
Omaka Aerodrome,,NZOM
Ordu Giresun Airport,OGU,LTCB
Osage City Municipal Airport,,
Oyo Ollombo Airport,OLL,FCOD
Packwood Airport,,
Pine Island Airport,DUF,
Port Carling Aerodrome,,
Primrose Aerodrome,,
Pukaki Airport,TWZ,NZUK
Pukarua Airport,PUK,NTGQ
Quoin Hill Airfield,UIQ,NVVQ
El Tor Airport,ELT
Attopeu,AOU,VLAP
Hpa-An Airport,PAA,VYPA
Baillif Airport,BBR,TFFB
Baglung Airport,BGL,VNBL
Baramita Airport,BMJ,SYBR
Cufar Airport,,GGCF
Barrillas Airport,,MSBS
Al Bateen Executive Airport,AZI,OMAD
Bauchi Airport,,DNBA
Placeres Airport,BUV,SUBU
Bentota River Airport,BJT,
Bihać Golubić,,LQBI
Blönduós Airport,BLO,BIBL
Booue Airport,BGB,FOGB
Brus Laguna Airport,BHG,MHBL
Carmelita Airport,CMM,MGCR
Cartí Airport,CTE,
Cap. Av. Juan Cochamanidis San Airport,SNG,SLSI
Cauquira Airport,CDD,MHCU
Casas Nuevas Airport,,MSCN
Ceiba Doblada Airport,,MSCD
Chelinda Airport,CEH,FWCD
Chipinge Airport,CHJ,FVCH
Chitré Alonso Valderrama Airport,CTD,MPCE
Chiquimula Airport,CIQ,
Corazón de Jesús Airport,CZJ,
Contadora Airport,OTD,MPRA
Das Island Airport,,OMAS
Dwangwa Airport,DWA,FWDW
Dr Juan Plate,VMI,SGVM
Jebel Dhana Airport,,OMAJ
Shabunda Airport,,FZMW
Sette-Cama Airport,ZKM,FOOS
Shumba Airport,JAE,SPJE
Edmonton/St. Albert Airport,,CES3
Sta. Rosa De Conlara Airport,RLO,SAOS
Sucua Airport,SUQ,SESC
Sub Teniente Nestor Arias Airport,SNF,SVSP
Sucoma Airport,,FWSU
Surin Pakdi Airport,PXR,VTUJ
Teniente Vidal Airport,GXQ,SCCY
Thebephatshwa Airport,,FBTP
Tibu Airport,TIB,SKTB
Tinogasta Airport,,SANI
Tipishsa Airport,,SPPB
Tokoroa Airport,TKZ,NZTO
Tlaxcala Airport,,MMTA
Trinidad Airport,TDA,SQPI
Trinidad Airport,TDA,SKTD
Tunta Airport,KBN,FZWT
Utkela Airport,,VEUK
Vallegrande Airport,VAH,SLVG
Valenca Airport,VAL,SNVB
Vicco Airport,,SPVI
Viljandi Airport,,EEVI
Villa O'Higgins Airport,,SCOH
Vryburg Airport,VRU,FAVB
